order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
ORD_20371,CUST_7037,PROD_506,Electronics,342.34,0.05,1,PayPal,2024-10-05 18:00:00,2,Europe,No,325.22,0.0,116.17,30,Female
ORD_20372,CUST_1439,PROD_444,Home,148.18,0.3,1,UPI,2024-02-23 11:00:00,2,Asia Pacific,No,103.73,0.0,29.73,46,Female
ORD_20373,CUST_8655,PROD_478,Fashion,15.84,0.0,5,Wallet,2024-11-06 10:00:00,1,Europe,No,89.19,9.99,21.83,41,Male
ORD_20374,CUST_8909,PROD_134,Fashion,105.54,0.0,2,Credit Card,2023-07-09 13:00:00,3,Europe,No,211.08,0.0,24.3,57,Female
ORD_20375,CUST_1722,PROD_606,Fashion,61.06,0.05,1,UPI,2023-01-25 18:00:00,2,Europe,No,58.01,0.0,20.56,67,Other
ORD_20376,CUST_7748,PROD_123,Fashion,80.38,0.05,1,Credit Card,2024-12-04 18:00:00,4,Europe,No,76.36,0.0,27.11,21,Female
ORD_20377,CUST_6056,PROD_260,Home,66.45,0.0,2,UPI,2023-07-23 17:00:00,3,Europe,No,137.89,4.99,27.85,53,Male
ORD_20378,CUST_3775,PROD_251,Home,181.26,0.0,1,UPI,2023-12-09 04:00:00,5,Europe,No,186.25,4.99,49.47,62,Female
ORD_20379,CUST_8215,PROD_619,Sports,71.33,0.05,2,PayPal,2023-05-14 09:00:00,3,Europe,No,145.51,9.99,46.98,26,Female
ORD_20380,CUST_6250,PROD_132,Sports,106.77,0.05,2,Wallet,2023-11-24 06:00:00,2,North America,No,202.86,0.0,23.57,70,Male
ORD_20381,CUST_5326,PROD_760,Fashion,48.94,0.0,2,COD,2023-10-09 19:00:00,1,Asia Pacific,No,97.88,0.0,12.25,49,Male
ORD_20382,CUST_6675,PROD_261,Toys,41.52,0.1,2,Debit Card,2024-03-19 21:00:00,2,North America,No,79.73,4.99,18.38,64,Female
ORD_20383,CUST_8798,PROD_538,Sports,164.27,0.0,3,PayPal,2023-08-05 06:00:00,2,Latin America,No,492.81,0.0,164.83,51,Male
ORD_20384,CUST_2055,PROD_372,Home,167.45,0.1,1,Debit Card,2024-07-25 11:00:00,3,North America,No,155.69,4.99,34.26,50,Male
ORD_20385,CUST_7586,PROD_130,Electronics,183.63,0.0,1,Credit Card,2023-08-25 17:00:00,5,Latin America,No,183.63,0.0,21.81,33,Female
ORD_20386,CUST_6879,PROD_696,Electronics,237.24,0.1,1,COD,2023-06-03 06:00:00,4,Latin America,No,223.51,9.99,79.23,68,Other
ORD_20387,CUST_6875,PROD_562,Sports,107.91,0.15,3,Wallet,2024-08-10 14:00:00,4,North America,Yes,275.16,0.0,29.89,40,Male
ORD_20388,CUST_3553,PROD_273,Fashion,43.49,0.25,3,Debit Card,2024-11-27 16:00:00,3,Asia Pacific,No,107.85,9.99,39.42,33,Male
ORD_20389,CUST_6515,PROD_839,Electronics,196.6,0.25,2,Credit Card,2023-03-11 11:00:00,2,Asia Pacific,No,299.89,4.99,97.35,44,Male
ORD_20390,CUST_8094,PROD_114,Fashion,19.9,0.15,2,Credit Card,2024-12-21 13:00:00,2,North America,No,33.84,0.0,10.79,20,Other
ORD_20391,CUST_3207,PROD_138,Electronics,128.12,0.4,1,Credit Card,2023-12-08 20:00:00,4,North America,No,86.86,9.99,9.61,27,Male
ORD_20392,CUST_3739,PROD_944,Toys,37.37,0.05,2,UPI,2023-08-02 10:00:00,3,North America,No,75.99,4.99,26.82,64,Female
ORD_20393,CUST_2708,PROD_212,Toys,18.12,0.15,2,Debit Card,2024-04-12 09:00:00,5,Europe,No,40.79,9.99,13.44,31,Male
ORD_20394,CUST_5793,PROD_828,Fashion,67.33,0.4,12,Wallet,2024-10-11 07:00:00,2,Asia Pacific,No,484.8,0.0,146.8,45,Female
ORD_20395,CUST_3965,PROD_647,Electronics,531.38,0.15,1,Credit Card,2023-02-10 13:00:00,4,Latin America,No,456.66,4.99,95.55,23,Female
ORD_20396,CUST_8149,PROD_884,Fashion,41.26,0.0,2,PayPal,2023-02-28 16:00:00,3,Asia Pacific,No,82.52,0.0,25.55,20,Male
ORD_20397,CUST_2607,PROD_581,Electronics,762.15,0.2,1,Credit Card,2024-02-27 07:00:00,3,North America,No,614.71,4.99,135.72,23,Male
ORD_20398,CUST_2807,PROD_664,Fashion,41.95,0.05,1,Credit Card,2023-12-31 02:00:00,2,North America,No,39.85,0.0,7.63,61,Female
ORD_20399,CUST_5603,PROD_363,Sports,45.88,0.0,1,UPI,2024-08-20 21:00:00,2,Latin America,No,50.87,4.99,11.75,69,Female
ORD_20400,CUST_4977,PROD_919,Fashion,62.97,0.2,4,Debit Card,2023-02-20 18:00:00,4,Asia Pacific,No,201.52,0.0,48.66,65,Male
ORD_20401,CUST_4689,PROD_856,Home,121.7,0.05,2,Wallet,2023-05-21 17:00:00,2,North America,No,241.23,9.99,39.47,65,Female
ORD_20402,CUST_8848,PROD_591,Electronics,693.77,0.15,1,Credit Card,2024-04-01 20:00:00,2,North America,No,594.69,4.99,206.29,53,Female
ORD_20403,CUST_1316,PROD_173,Fashion,19.97,0.2,1,Credit Card,2023-06-20 18:00:00,1,Asia Pacific,No,25.97,9.99,6.69,58,Female
ORD_20404,CUST_7344,PROD_666,Electronics,254.33,0.0,1,Credit Card,2023-11-14 11:00:00,4,Asia Pacific,No,264.32,9.99,90.69,18,Female
ORD_20405,CUST_2881,PROD_955,Home,222.19,0.1,2,Credit Card,2024-05-12 11:00:00,2,Latin America,Yes,404.93,4.99,65.6,68,Male
ORD_20406,CUST_2403,PROD_839,Fashion,94.67,0.0,1,Credit Card,2024-12-04 06:00:00,2,Asia Pacific,No,104.66,9.99,26.22,62,Female
ORD_20407,CUST_6988,PROD_815,Toys,8.2,0.1,4,Credit Card,2023-10-01 08:00:00,2,Asia Pacific,Yes,29.52,0.0,6.4,44,Female
ORD_20408,CUST_2919,PROD_989,Fashion,70.43,0.1,1,Credit Card,2023-08-18 14:00:00,2,Asia Pacific,No,73.38,9.99,15.41,52,Female
ORD_20409,CUST_6191,PROD_744,Home,76.29,0.25,1,UPI,2023-05-24 12:00:00,3,Europe,No,67.21,9.99,13.63,67,Female
ORD_20410,CUST_2915,PROD_511,Grocery,34.62,0.25,7,Credit Card,2023-11-11 07:00:00,5,Latin America,No,186.71,4.99,41.87,57,Female
ORD_20411,CUST_2422,PROD_551,Beauty,78.85,0.2,2,Credit Card,2024-06-01 21:00:00,4,Europe,No,131.15,4.99,17.69,32,Female
ORD_20412,CUST_8025,PROD_352,Home,233.29,0.1,1,Debit Card,2023-10-30 05:00:00,4,North America,No,219.95,9.99,48.71,41,Male
ORD_20413,CUST_5288,PROD_198,Electronics,57.48,0.0,1,UPI,2024-07-27 23:00:00,2,Europe,Yes,57.48,0.0,9.6,18,Female
ORD_20414,CUST_6767,PROD_694,Sports,173.65,0.1,1,Credit Card,2023-01-02 21:00:00,1,Asia Pacific,No,161.27,4.99,24.4,18,Male
ORD_20415,CUST_3283,PROD_301,Beauty,32.87,0.0,4,Wallet,2024-10-11 21:00:00,3,Europe,No,131.48,0.0,19.78,45,Female
ORD_20416,CUST_2479,PROD_387,Electronics,531.43,0.0,1,PayPal,2023-03-27 17:00:00,3,North America,No,546.42,14.99,197.24,66,Male
ORD_20417,CUST_8704,PROD_953,Fashion,62.16,0.1,2,Credit Card,2023-01-28 15:00:00,5,Europe,No,121.87,9.99,22.76,26,Female
ORD_20418,CUST_7993,PROD_880,Home,101.56,0.0,1,Credit Card,2023-07-14 12:00:00,2,Latin America,No,106.55,4.99,34.25,57,Male
ORD_20419,CUST_2884,PROD_478,Electronics,265.21,0.0,1,Credit Card,2023-08-27 05:00:00,3,Asia Pacific,No,265.21,0.0,99.74,61,Female
ORD_20420,CUST_3590,PROD_739,Beauty,39.94,0.0,2,Credit Card,2023-04-23 08:00:00,4,Asia Pacific,No,84.87,4.99,30.22,43,Male
ORD_20421,CUST_2068,PROD_467,Fashion,46.19,0.0,1,Debit Card,2024-07-04 00:00:00,3,North America,No,51.18,4.99,7.04,46,Male
ORD_20422,CUST_4994,PROD_332,Home,232.98,0.0,1,Debit Card,2024-11-01 21:00:00,2,Asia Pacific,No,232.98,0.0,46.77,58,Male
ORD_20423,CUST_1571,PROD_731,Fashion,60.89,0.0,1,Credit Card,2024-01-03 23:00:00,3,North America,No,70.88,9.99,9.96,28,Female
ORD_20424,CUST_7250,PROD_687,Home,237.27,0.05,1,PayPal,2023-07-28 12:00:00,3,Europe,No,225.41,0.0,67.61,70,Other
ORD_20425,CUST_6209,PROD_987,Electronics,328.61,0.0,1,Credit Card,2024-07-02 04:00:00,5,Latin America,No,333.6,4.99,43.48,45,Female
ORD_20426,CUST_4732,PROD_643,Home,79.78,0.1,1,Credit Card,2023-07-03 10:00:00,3,Asia Pacific,No,71.8,0.0,18.36,42,Female
ORD_20427,CUST_3975,PROD_458,Toys,50.08,0.0,3,UPI,2024-03-25 11:00:00,2,Latin America,No,155.23,4.99,49.76,56,Female
ORD_20428,CUST_1073,PROD_327,Sports,107.52,0.0,1,PayPal,2024-09-02 22:00:00,4,North America,Yes,117.51,9.99,41.17,45,Female
ORD_20429,CUST_4295,PROD_197,Fashion,32.1,0.2,2,Credit Card,2023-09-04 08:00:00,3,Europe,No,51.36,0.0,15.19,27,Male
ORD_20430,CUST_5509,PROD_226,Home,233.44,0.0,1,Credit Card,2023-01-17 10:00:00,2,North America,No,243.43,9.99,45.31,63,Female
ORD_20431,CUST_7037,PROD_631,Fashion,116.02,0.0,1,UPI,2024-09-01 19:00:00,5,Europe,No,126.01,9.99,24.67,25,Male
ORD_20432,CUST_2803,PROD_125,Grocery,25.02,0.1,6,COD,2023-05-30 21:00:00,3,Latin America,No,135.12,0.0,24.93,20,Male
ORD_20433,CUST_6692,PROD_445,Sports,185.16,0.0,1,UPI,2024-03-14 12:00:00,1,Asia Pacific,No,185.16,0.0,18.59,54,Female
ORD_20434,CUST_6135,PROD_950,Electronics,555.61,0.2,1,Debit Card,2023-01-14 17:00:00,5,Asia Pacific,No,444.49,0.0,77.43,27,Female
ORD_20435,CUST_6221,PROD_666,Electronics,517.41,0.05,1,Credit Card,2024-12-15 20:00:00,2,North America,No,496.53,4.99,181.33,42,Female
ORD_20436,CUST_7194,PROD_703,Beauty,67.81,0.1,7,UPI,2023-03-10 13:00:00,3,North America,No,432.2,4.99,48.44,31,Female
ORD_20437,CUST_8489,PROD_631,Electronics,100.78,0.0,1,Debit Card,2024-02-13 23:00:00,4,Asia Pacific,No,110.77,9.99,29.06,64,Male
ORD_20438,CUST_2310,PROD_521,Grocery,17.17,0.15,7,PayPal,2024-12-25 07:00:00,1,Europe,No,102.13,0.0,32.27,21,Female
ORD_20439,CUST_6189,PROD_759,Grocery,16.77,0.3,14,Debit Card,2023-03-19 00:00:00,2,North America,Yes,169.35,4.99,43.98,32,Female
ORD_20440,CUST_7581,PROD_494,Sports,124.78,0.3,3,Debit Card,2023-03-07 01:00:00,7,Latin America,No,272.04,9.99,101.6,57,Male
ORD_20441,CUST_2504,PROD_757,Electronics,310.38,0.15,1,Credit Card,2023-02-02 05:00:00,3,Europe,No,263.82,0.0,49.68,30,Female
ORD_20442,CUST_8981,PROD_766,Home,124.3,0.0,1,COD,2023-11-01 15:00:00,2,Asia Pacific,No,129.29,4.99,20.03,47,Male
ORD_20443,CUST_3256,PROD_993,Fashion,104.19,0.2,4,PayPal,2024-09-25 11:00:00,2,Asia Pacific,Yes,333.4,0.0,59.09,65,Female
ORD_20444,CUST_7349,PROD_559,Sports,181.04,0.4,2,PayPal,2024-01-23 02:00:00,4,Asia Pacific,No,217.24,0.0,70.03,59,Female
ORD_20445,CUST_8602,PROD_245,Fashion,65.83,0.0,4,Credit Card,2023-03-27 10:00:00,2,Europe,No,268.31,4.99,69.41,46,Male
ORD_20446,CUST_6304,PROD_107,Fashion,89.05,0.2,8,Credit Card,2024-12-14 19:00:00,1,North America,No,574.91,4.99,118.14,51,Female
ORD_20447,CUST_2536,PROD_832,Electronics,460.48,0.0,1,Debit Card,2023-06-15 13:00:00,5,Europe,No,460.48,0.0,73.49,28,Female
ORD_20448,CUST_1191,PROD_558,Fashion,106.1,0.05,7,Debit Card,2023-03-09 07:00:00,2,Europe,No,710.52,4.99,107.36,70,Other
ORD_20449,CUST_5038,PROD_912,Grocery,11.38,0.25,7,Credit Card,2024-08-29 06:00:00,3,Latin America,No,69.77,9.99,9.02,69,Female
ORD_20450,CUST_8430,PROD_792,Grocery,30.63,0.3,4,PayPal,2024-03-13 06:00:00,4,Europe,Yes,90.75,4.99,26.46,69,Male
ORD_20451,CUST_1410,PROD_581,Beauty,46.06,0.1,3,UPI,2023-08-18 10:00:00,2,North America,No,139.34,14.99,38.23,62,Male
ORD_20452,CUST_2370,PROD_229,Toys,31.72,0.3,2,UPI,2024-06-27 22:00:00,1,North America,No,44.4,0.0,4.7,44,Male
ORD_20453,CUST_3821,PROD_264,Electronics,764.01,0.0,1,COD,2024-07-31 13:00:00,2,Asia Pacific,No,764.01,0.0,138.13,30,Female
ORD_20454,CUST_3340,PROD_411,Home,90.17,0.15,3,Credit Card,2024-04-27 19:00:00,2,Middle East,No,239.91,9.99,57.56,18,Female
ORD_20455,CUST_4885,PROD_718,Home,38.96,0.05,2,Debit Card,2024-07-17 03:00:00,3,North America,No,84.01,9.99,14.98,22,Male
ORD_20456,CUST_1109,PROD_715,Fashion,85.55,0.1,1,Credit Card,2023-09-01 22:00:00,3,Europe,No,86.99,9.99,8.95,61,Male
ORD_20457,CUST_1015,PROD_596,Fashion,42.62,0.0,5,Credit Card,2024-11-22 16:00:00,1,North America,No,223.09,9.99,58.86,67,Female
ORD_20458,CUST_3002,PROD_427,Sports,128.39,0.0,1,Credit Card,2023-06-07 06:00:00,2,North America,No,133.38,4.99,32.1,37,Male
ORD_20459,CUST_5435,PROD_167,Home,32.88,0.15,3,Credit Card,2023-07-25 07:00:00,2,North America,No,88.84,4.99,16.07,23,Female
ORD_20460,CUST_8228,PROD_840,Beauty,49.36,0.15,3,PayPal,2023-07-04 13:00:00,2,Europe,No,125.88,0.0,45.34,47,Female
ORD_20461,CUST_1240,PROD_987,Beauty,26.6,0.15,4,Debit Card,2023-07-11 22:00:00,3,Europe,No,90.44,0.0,14.39,44,Female
ORD_20462,CUST_6683,PROD_338,Electronics,106.45,0.05,1,Credit Card,2023-07-06 14:00:00,1,North America,No,101.13,0.0,25.38,50,Male
ORD_20463,CUST_1920,PROD_390,Electronics,91.66,0.15,2,PayPal,2024-10-31 20:00:00,4,Europe,No,155.82,0.0,43.49,63,Female
ORD_20464,CUST_1567,PROD_430,Sports,182.7,0.1,1,UPI,2023-11-03 22:00:00,4,North America,No,169.42,4.99,51.81,38,Male
ORD_20465,CUST_2486,PROD_239,Home,81.04,0.15,2,Debit Card,2023-07-04 11:00:00,3,North America,Yes,142.75,4.99,33.28,25,Female
ORD_20466,CUST_5679,PROD_429,Sports,118.07,0.0,3,Credit Card,2024-07-15 12:00:00,3,North America,No,354.21,0.0,58.56,65,Female
ORD_20467,CUST_1188,PROD_107,Fashion,65.88,0.1,7,Credit Card,2023-08-12 09:00:00,3,Latin America,No,415.03,0.0,131.79,48,Female
ORD_20468,CUST_4296,PROD_824,Sports,80.42,0.0,1,Credit Card,2023-01-27 17:00:00,3,Latin America,No,80.42,0.0,25.32,59,Female
ORD_20469,CUST_2949,PROD_749,Sports,111.33,0.3,2,Wallet,2024-02-25 05:00:00,3,Asia Pacific,Yes,160.85,4.99,24.71,19,Female
ORD_20470,CUST_4567,PROD_599,Fashion,73.77,0.4,4,Wallet,2023-06-18 18:00:00,2,Europe,No,187.03,9.99,27.75,21,Male
ORD_20471,CUST_3786,PROD_669,Fashion,102.91,0.05,3,Debit Card,2023-07-09 17:00:00,2,Asia Pacific,Yes,293.28,0.0,62.24,35,Male
ORD_20472,CUST_1811,PROD_670,Fashion,55.56,0.05,2,Credit Card,2023-05-20 07:00:00,3,Europe,No,115.55,9.99,33.31,38,Female
ORD_20473,CUST_3841,PROD_145,Electronics,314.62,0.05,1,Debit Card,2023-03-27 16:00:00,4,Latin America,No,298.89,0.0,68.53,57,Male
ORD_20474,CUST_5369,PROD_351,Beauty,57.55,0.0,1,Debit Card,2024-01-28 08:00:00,1,North America,No,67.54,9.99,7.26,33,Male
ORD_20475,CUST_6423,PROD_433,Fashion,54.04,0.0,4,Debit Card,2023-10-29 02:00:00,2,North America,No,226.15,9.99,42.86,49,Male
ORD_20476,CUST_7567,PROD_606,Toys,34.57,0.4,1,PayPal,2023-02-06 22:00:00,1,North America,No,30.73,9.99,10.98,43,Female
ORD_20477,CUST_4045,PROD_698,Toys,17.0,0.05,2,COD,2023-12-24 16:00:00,2,Asia Pacific,No,37.29,4.99,5.41,26,Female
ORD_20478,CUST_6219,PROD_516,Beauty,29.87,0.25,1,Debit Card,2024-04-25 10:00:00,2,North America,No,32.39,9.99,4.2,34,Female
ORD_20479,CUST_7547,PROD_590,Electronics,200.89,0.0,1,Credit Card,2023-05-30 15:00:00,7,North America,No,200.89,0.0,49.93,40,Male
ORD_20480,CUST_2514,PROD_490,Electronics,680.49,0.1,1,Credit Card,2024-11-28 10:00:00,1,Latin America,Yes,617.43,4.99,217.49,21,Male
ORD_20481,CUST_1452,PROD_904,Sports,155.26,0.0,1,UPI,2023-04-20 15:00:00,3,North America,No,165.25,9.99,24.91,38,Male
ORD_20482,CUST_4330,PROD_889,Toys,28.39,0.1,1,PayPal,2024-04-18 18:00:00,3,Europe,Yes,25.55,0.0,6.18,58,Male
ORD_20483,CUST_3559,PROD_199,Fashion,61.23,0.15,4,Credit Card,2024-12-09 20:00:00,3,Europe,No,218.19,9.99,75.38,60,Male
ORD_20484,CUST_6120,PROD_621,Fashion,58.12,0.2,6,Credit Card,2023-04-22 15:00:00,2,North America,No,279.0,0.0,78.0,45,Female
ORD_20485,CUST_7826,PROD_562,Fashion,35.24,0.0,1,UPI,2023-07-04 06:00:00,5,Europe,No,45.23,9.99,7.39,43,Male
ORD_20486,CUST_5728,PROD_637,Sports,152.73,0.15,1,Debit Card,2023-11-07 23:00:00,3,Europe,No,129.82,0.0,27.55,35,Female
ORD_20487,CUST_2043,PROD_612,Beauty,68.03,0.0,1,PayPal,2024-02-05 13:00:00,3,Asia Pacific,No,78.02,9.99,18.53,36,Female
ORD_20488,CUST_3881,PROD_825,Electronics,507.43,0.4,1,UPI,2024-12-30 14:00:00,2,North America,No,304.46,0.0,92.06,56,Female
ORD_20489,CUST_8585,PROD_420,Beauty,61.95,0.05,3,Credit Card,2023-03-16 04:00:00,3,Latin America,No,176.55,0.0,53.6,46,Male
ORD_20490,CUST_8977,PROD_258,Electronics,539.5,0.0,1,Debit Card,2024-01-28 16:00:00,2,Europe,No,544.49,4.99,109.32,38,Male
ORD_20491,CUST_4578,PROD_860,Beauty,17.18,0.15,4,Credit Card,2023-10-01 19:00:00,3,Europe,No,63.39,4.99,19.35,49,Male
ORD_20492,CUST_2168,PROD_892,Beauty,48.57,0.1,4,Credit Card,2023-02-04 09:00:00,2,Europe,No,184.83,9.99,60.43,47,Male
ORD_20493,CUST_7141,PROD_730,Sports,77.68,0.0,2,Debit Card,2024-04-09 19:00:00,5,Europe,No,155.36,0.0,41.15,56,Male
ORD_20494,CUST_7634,PROD_108,Home,70.64,0.05,2,PayPal,2023-04-10 19:00:00,3,Europe,No,144.21,9.99,42.27,51,Female
ORD_20495,CUST_2585,PROD_968,Electronics,548.65,0.2,1,PayPal,2023-06-22 17:00:00,2,Europe,No,448.91,9.99,79.69,49,Male
ORD_20496,CUST_4185,PROD_469,Sports,170.88,0.0,1,PayPal,2024-10-19 11:00:00,3,North America,No,180.87,9.99,27.12,28,Female
ORD_20497,CUST_3641,PROD_794,Toys,59.99,0.3,6,UPI,2023-08-17 20:00:00,2,North America,No,251.94,0.0,68.13,40,Male
ORD_20498,CUST_3597,PROD_907,Beauty,50.41,0.2,6,Credit Card,2023-10-24 07:00:00,3,Europe,No,256.97,14.99,90.71,18,Female
ORD_20499,CUST_8699,PROD_626,Fashion,85.6,0.05,3,Debit Card,2024-06-29 07:00:00,2,Asia Pacific,Yes,253.95,9.99,37.22,57,Female
ORD_20500,CUST_1889,PROD_156,Electronics,538.58,0.05,1,Debit Card,2024-02-21 00:00:00,1,North America,No,521.64,9.99,88.53,44,Male
ORD_20501,CUST_4151,PROD_931,Fashion,87.98,0.1,4,Debit Card,2023-10-11 00:00:00,4,North America,No,326.71,9.99,46.02,43,Male
ORD_20502,CUST_2444,PROD_315,Electronics,234.68,0.15,1,Debit Card,2023-11-18 07:00:00,1,Asia Pacific,No,204.47,4.99,76.99,51,Female
ORD_20503,CUST_7875,PROD_845,Electronics,169.56,0.05,1,Credit Card,2023-03-07 05:00:00,1,North America,No,166.07,4.99,58.2,31,Male
ORD_20504,CUST_6390,PROD_762,Fashion,57.78,0.0,3,Credit Card,2023-06-02 19:00:00,4,Asia Pacific,No,178.33,4.99,26.68,37,Male
ORD_20505,CUST_4187,PROD_870,Toys,32.23,0.05,3,Debit Card,2023-09-27 03:00:00,4,Europe,No,96.85,4.99,20.73,40,Female
ORD_20506,CUST_6017,PROD_461,Home,195.56,0.1,1,Credit Card,2023-06-20 16:00:00,2,North America,No,176.0,0.0,36.53,62,Other
ORD_20507,CUST_7915,PROD_649,Fashion,80.39,0.15,4,Credit Card,2023-02-12 11:00:00,3,Europe,No,278.31,4.99,100.21,67,Female
ORD_20508,CUST_6671,PROD_462,Electronics,464.21,0.0,1,COD,2024-01-30 20:00:00,2,North America,No,479.2,14.99,118.44,55,Male
ORD_20509,CUST_2271,PROD_631,Grocery,18.95,0.15,8,Debit Card,2023-12-10 22:00:00,3,Asia Pacific,No,133.87,4.99,39.8,44,Female
ORD_20510,CUST_5000,PROD_437,Fashion,38.42,0.0,5,COD,2024-04-27 16:00:00,2,Europe,No,192.1,0.0,42.64,50,Male
ORD_20511,CUST_1164,PROD_300,Grocery,14.93,0.1,13,Credit Card,2023-09-06 13:00:00,2,North America,No,174.72,0.0,39.43,56,Male
ORD_20512,CUST_8747,PROD_713,Beauty,17.66,0.0,2,Debit Card,2024-04-22 16:00:00,4,Asia Pacific,No,40.31,4.99,4.26,68,Male
ORD_20513,CUST_8900,PROD_525,Electronics,99.37,0.25,2,PayPal,2024-06-02 07:00:00,2,Europe,No,154.05,4.99,32.45,58,Male
ORD_20514,CUST_1298,PROD_991,Sports,20.27,0.05,3,UPI,2023-07-16 17:00:00,3,North America,No,57.78,0.0,6.64,47,Male
ORD_20515,CUST_8714,PROD_602,Home,40.16,0.0,2,Debit Card,2023-12-17 08:00:00,1,North America,No,85.31,4.99,21.98,22,Male
ORD_20516,CUST_7963,PROD_731,Fashion,77.47,0.0,1,Wallet,2023-01-09 03:00:00,1,Europe,No,82.46,4.99,26.14,20,Male
ORD_20517,CUST_1099,PROD_736,Beauty,78.01,0.2,7,Credit Card,2023-05-17 09:00:00,1,North America,No,436.87,0.0,143.19,46,Male
ORD_20518,CUST_3031,PROD_123,Sports,22.93,0.3,3,PayPal,2024-09-30 18:00:00,3,Asia Pacific,No,58.14,9.99,10.23,26,Male
ORD_20519,CUST_1955,PROD_679,Sports,152.71,0.15,1,PayPal,2024-03-29 14:00:00,4,Europe,No,134.79,4.99,32.54,38,Male
ORD_20520,CUST_4729,PROD_820,Beauty,56.57,0.15,4,UPI,2023-05-14 20:00:00,5,North America,No,202.31,9.99,39.97,19,Male
ORD_20521,CUST_3126,PROD_433,Beauty,70.11,0.0,1,Debit Card,2023-04-25 19:00:00,4,Europe,No,70.11,0.0,20.94,24,Male
ORD_20522,CUST_2295,PROD_520,Beauty,76.17,0.15,1,Debit Card,2023-02-15 00:00:00,4,Asia Pacific,No,69.73,4.99,24.13,21,Male
ORD_20523,CUST_2798,PROD_838,Sports,157.83,0.0,3,Debit Card,2024-10-07 21:00:00,3,Europe,No,483.48,9.99,135.2,54,Female
ORD_20524,CUST_7984,PROD_335,Beauty,65.84,0.2,1,Credit Card,2024-12-13 17:00:00,2,Asia Pacific,No,52.67,0.0,16.84,52,Male
ORD_20525,CUST_5576,PROD_691,Electronics,114.69,0.05,1,PayPal,2024-08-08 07:00:00,5,North America,No,113.95,4.99,34.73,57,Female
ORD_20526,CUST_8844,PROD_549,Beauty,35.13,0.25,1,Wallet,2023-01-27 15:00:00,2,Europe,No,31.34,4.99,5.94,70,Male
ORD_20527,CUST_7742,PROD_384,Electronics,512.41,0.05,1,PayPal,2024-06-04 22:00:00,2,Asia Pacific,No,491.78,4.99,66.16,57,Female
ORD_20528,CUST_4378,PROD_721,Electronics,62.8,0.0,3,Debit Card,2023-08-05 06:00:00,3,Europe,No,188.4,0.0,68.08,40,Female
ORD_20529,CUST_1650,PROD_158,Electronics,405.95,0.2,1,COD,2023-06-05 16:00:00,1,Europe,No,329.75,4.99,98.56,61,Female
ORD_20530,CUST_5108,PROD_696,Electronics,56.23,0.25,4,Wallet,2024-11-17 09:00:00,3,North America,No,168.68,0.0,45.0,34,Female
ORD_20531,CUST_1723,PROD_408,Electronics,606.21,0.0,1,Wallet,2023-02-22 03:00:00,4,Latin America,No,606.21,0.0,189.79,19,Male
ORD_20532,CUST_7382,PROD_513,Electronics,249.26,0.0,1,Credit Card,2024-01-23 06:00:00,3,Asia Pacific,No,254.25,4.99,82.44,23,Female
ORD_20533,CUST_5538,PROD_766,Home,193.64,0.05,1,Credit Card,2024-11-28 04:00:00,2,Asia Pacific,No,188.95,4.99,36.95,46,Female
ORD_20534,CUST_6826,PROD_534,Electronics,410.05,0.1,1,COD,2023-06-18 20:00:00,3,Europe,No,369.04,0.0,83.48,27,Male
ORD_20535,CUST_3805,PROD_650,Fashion,26.34,0.0,1,Credit Card,2023-01-12 07:00:00,1,North America,No,26.34,0.0,7.42,34,Male
ORD_20536,CUST_8400,PROD_587,Sports,176.12,0.25,1,UPI,2024-05-02 10:00:00,7,North America,No,137.08,4.99,41.7,30,Male
ORD_20537,CUST_5225,PROD_677,Toys,44.29,0.3,1,Credit Card,2024-10-24 01:00:00,3,North America,No,35.99,4.99,7.57,31,Male
ORD_20538,CUST_3039,PROD_597,Fashion,91.06,0.1,2,Credit Card,2024-02-07 09:00:00,4,Europe,No,163.9,0.0,19.23,32,Female
ORD_20539,CUST_8897,PROD_964,Toys,20.0,0.4,3,UPI,2024-01-27 03:00:00,2,Europe,Yes,36.0,0.0,9.39,39,Female
ORD_20540,CUST_5864,PROD_510,Home,48.88,0.0,1,PayPal,2024-11-13 08:00:00,5,Asia Pacific,No,63.87,14.99,18.4,62,Male
ORD_20541,CUST_3787,PROD_344,Fashion,115.22,0.0,2,Wallet,2024-04-14 23:00:00,4,Asia Pacific,No,230.44,0.0,79.17,36,Male
ORD_20542,CUST_2601,PROD_843,Beauty,34.24,0.05,1,Credit Card,2024-05-15 15:00:00,7,Latin America,No,42.52,9.99,13.31,54,Female
ORD_20543,CUST_6862,PROD_514,Toys,20.19,0.2,1,Credit Card,2023-10-21 09:00:00,3,Asia Pacific,No,16.15,0.0,5.06,37,Female
ORD_20544,CUST_8625,PROD_397,Beauty,71.49,0.1,4,PayPal,2024-12-30 14:00:00,3,Europe,No,262.35,4.99,36.57,41,Female
ORD_20545,CUST_1003,PROD_246,Electronics,397.51,0.1,1,Debit Card,2023-12-29 20:00:00,3,North America,No,362.75,4.99,125.19,57,Male
ORD_20546,CUST_4615,PROD_785,Electronics,540.62,0.3,1,Wallet,2024-03-28 09:00:00,3,Asia Pacific,No,383.42,4.99,113.04,37,Male
